27 3
   4.0000000000000000e+00   1.0000000000000000e+00  -1.5000000000000000e+00
   4.0000000000000000e+00   3.0000000000000000e+00  -1.8872983346207417e+00
   4.0000000000000000e+00   3.0000000000000000e+00  -1.5000000000000000e+00
   4.0000000000000000e+00   3.0000000000000000e+00  -1.1127016653792583e+00
   4.0000000000000000e+00   5.0000000000000000e+00  -1.5000000000000000e+00
   4.2928932188134521e+00   3.0000000000000000e+00  -1.5000000000000000e+00
   5.0000000000000000e+00   1.0000000000000000e+00  -1.8872983346207417e+00
   5.0000000000000000e+00   1.0000000000000000e+00  -1.5000000000000000e+00
   5.0000000000000000e+00   1.0000000000000000e+00  -1.1127016653792583e+00
   5.0000000000000000e+00   1.5857864376269051e+00  -1.5000000000000000e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.9530899229693319e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.8872983346207417e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.7692346550528417e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.5000000000000000e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.2307653449471585e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.1127016653792583e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.0469100770306681e+00
   5.0000000000000000e+00   4.4142135623730949e+00  -1.5000000000000000e+00
   5.0000000000000000e+00   5.0000000000000000e+00  -1.8872983346207417e+00
   5.0000000000000000e+00   5.0000000000000000e+00  -1.5000000000000000e+00
   5.0000000000000000e+00   5.0000000000000000e+00  -1.1127016653792583e+00
   5.7071067811865479e+00   3.0000000000000000e+00  -1.5000000000000000e+00
   6.0000000000000000e+00   1.0000000000000000e+00  -1.5000000000000000e+00
   6.0000000000000000e+00   3.0000000000000000e+00  -1.8872983346207417e+00
   6.0000000000000000e+00   3.0000000000000000e+00  -1.5000000000000000e+00
   6.0000000000000000e+00   3.0000000000000000e+00  -1.1127016653792583e+00
   6.0000000000000000e+00   5.0000000000000000e+00  -1.5000000000000000e+00
