27 3
   4.0000000000000000e+00   1.0000000000000000e+00  -1.5000000000000000e+00   2.2222222222222227e-01
   4.0000000000000000e+00   3.0000000000000000e+00  -1.8872983346207417e+00   3.7037037037037057e-01
   4.0000000000000000e+00   3.0000000000000000e+00  -1.5000000000000000e+00  -9.1851851851851851e-01
   4.0000000000000000e+00   3.0000000000000000e+00  -1.1127016653792583e+00   3.7037037037037057e-01
   4.0000000000000000e+00   5.0000000000000000e+00  -1.5000000000000000e+00   2.2222222222222227e-01
   4.2928932188134521e+00   3.0000000000000000e+00  -1.5000000000000000e+00   2.1333333333333333e+00
   5.0000000000000000e+00   1.0000000000000000e+00  -1.8872983346207417e+00   3.7037037037037057e-01
   5.0000000000000000e+00   1.0000000000000000e+00  -1.5000000000000000e+00  -9.1851851851851851e-01
   5.0000000000000000e+00   1.0000000000000000e+00  -1.1127016653792583e+00   3.7037037037037057e-01
   5.0000000000000000e+00   1.5857864376269051e+00  -1.5000000000000000e+00   2.1333333333333333e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.9530899229693319e+00   9.4770754022475523e-01
   5.0000000000000000e+00   3.0000000000000000e+00  -1.8872983346207417e+00  -1.4814814814814818e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.7692346550528417e+00   1.9145146819974652e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.5000000000000000e+00  -3.4725925925925907e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.2307653449471585e+00   1.9145146819974670e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.1127016653792583e+00  -1.4814814814814818e+00
   5.0000000000000000e+00   3.0000000000000000e+00  -1.0469100770306681e+00   9.4770754022475501e-01
   5.0000000000000000e+00   4.4142135623730949e+00  -1.5000000000000000e+00   2.1333333333333333e+00
   5.0000000000000000e+00   5.0000000000000000e+00  -1.8872983346207417e+00   3.7037037037037057e-01
   5.0000000000000000e+00   5.0000000000000000e+00  -1.5000000000000000e+00  -9.1851851851851851e-01
   5.0000000000000000e+00   5.0000000000000000e+00  -1.1127016653792583e+00   3.7037037037037057e-01
   5.7071067811865479e+00   3.0000000000000000e+00  -1.5000000000000000e+00   2.1333333333333333e+00
   6.0000000000000000e+00   1.0000000000000000e+00  -1.5000000000000000e+00   2.2222222222222227e-01
   6.0000000000000000e+00   3.0000000000000000e+00  -1.8872983346207417e+00   3.7037037037037057e-01
   6.0000000000000000e+00   3.0000000000000000e+00  -1.5000000000000000e+00  -9.1851851851851851e-01
   6.0000000000000000e+00   3.0000000000000000e+00  -1.1127016653792583e+00   3.7037037037037057e-01
   6.0000000000000000e+00   5.0000000000000000e+00  -1.5000000000000000e+00   2.2222222222222227e-01
